Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Alan Howard,2.8,United Kingdom,hedge funds,1111,57,"Geneva, Switzerland",United Kingdom,Married,4,"Master of Science, Imperial College London",True
Micky Jagtiani,2.8,India,retail,1111,69,"Dubai, United Arab Emirates",India,Married,3,,False
Travis Kalanick,2.8,United States,Uber,1111,44,"Los Angeles, California",United States,Single,,"Drop Out, University of California, Los Angeles",True
Alicia Koplowitz,2.8,Spain,"construction, investments",1111,67,"Madrid, Spain",Spain,Divorced,3,,False
Timur Kulibaev,2.8,Kazakhstan,banking,1111,54,"Almaty, Kazakhstan",Kazakhstan,Married,3,"Bachelor of Arts/Science, Moscow State University",True
Dinara Kulibaeva,2.8,Kazakhstan,banking,1111,53,"Almaty, Kazakhstan",Kazakhstan,Married,3,"Doctorate in Pedagogical Sciences, State Institute of Theatre Arts (GITIS, Moscow)",False
Li Liufa & family,2.8,China,"steel, diversified",1111,63,"Ruzhou, China",China,Married,,"EMBA, Peking University",True
Li Sze Lim,2.8,Hong Kong,real estate,1111,64,"Guangzhou, China",Hong Kong,Married,1,Chinese University of Hong Kong,True
Li Xiaohua & family,2.8,China,packaging,1111,59,"Yuxi, China",China,Married,,"Master of Science, University of Massachusetts",True
Liu Ming Hui,2.8,China,natural gas distribution,1111,58,"Hong Kong, Hong Kong",China,,,"Master of Arts, Renmin University of China",True
Lv Jianming,2.8,Hong Kong,medical equipment,1111,56,"Hangzhou, China",Hong Kong,,,,True
Rudy Ma,2.8,Taiwan,finance,1111,80,Taiwan,Taiwan,Married,2,"EMBA, National Chengchi University; National Taiwan University",True
"Drayton McLane, Jr.",2.8,United States,"Walmart, logistics",1111,84,"Temple, Texas",United States,Married,2,"Bachelor of Arts/Science, Baylor University; Master of Business Administration, Broad College of Business",False
Hans Melchers,2.8,Netherlands,"chemicals, investments",1111,83,"Vorden, Netherlands",Netherlands,Married,2,,True
Nguyen Thi Phuong Thao,2.8,Vietnam,airlines,1111,50,"Ho Chi Minh City, Vietnam",Vietnam,Married,4,,True
Philip Niarchos,2.8,Greece,art collection,1111,67,"Paris, France",Greece,Married,4,,False
Alfred Oetker,2.8,Germany,consumer goods,1111,54,"Bielefeld, Germany",Germany,Married,,,False
August Oetker,2.8,Germany,consumer goods,1111,76,"Bielefeld, Germany",Germany,Married,,,False
Carl Ferdinand Oetker,2.8,Germany,consumer goods,1111,48,"Bielefeld, Germany",Germany,,,,False
Christian Oetker,2.8,Germany,consumer goods,1111,72,"Bielefeld, Germany",Germany,,,,False
Julia Oetker,2.8,Germany,consumer goods,1111,42,"Bielefeld, Germany",Germany,Married,,,False
Richard Oetker,2.8,Germany,consumer goods,1111,70,"Bielefeld, Germany",Germany,,,,False
Heloise Pratt,2.8,Australia,"manufacturing, investment",1111,58,"Melbourne, Australia",Australia,Separated,3,,False
Filiz Sahenk,2.8,Turkey,diversified,1111,54,"Istanbul, Turkey",Turkey,Single,,,False
T. Denny Sanford,2.8,United States,"banking, credit cards",1111,85,"Sioux Falls, South Dakota",United States,Divorced,2,"Bachelor of Arts/Science, University of Minnesota",True
Karin Schick,2.8,Germany,information technology,1111,,"Gaildorf, Germany",Germany,,,,False
Hilton Schlosberg,2.8,United Kingdom,energy drinks,1111,68,"Irvine, California",United Kingdom,,,,True
Rosely Schweizer,2.8,Germany,consumer goods,1111,80,"Bielefeld, Germany",Germany,Married,3,,False
Warren Stephens,2.8,United States,investment banking,1111,64,"Little Rock, Arkansas",United States,Married,3,"Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University",False
Konstantin Strukov,2.8,Russia,"gold, coal mining",1111,62,"Chelyabinsk, Russia",Russia,Married,2,"Master of Science, Magnitogorsk Mining and Metallurgical Institute",True
Kenneth Tuchman,2.8,United States,outsourcing,1111,61,"Denver, Colorado",United States,Married,2,,True
Masateru Uno & family,2.8,Japan,drugstores,1111,74,"Fukuoka, Japan",Japan,,,,True
Stefan von Holtzbrinck,2.8,Germany,publishing,1111,57,"Stuttgart, Germany",Germany,,,"Diploma, University of Munich",False
Lars Wingefors,2.8,Sweden,video games,1111,44,"Karlstad, Sweden",Sweden,Married,,,True
Wong Kwong Yu & family,2.8,China,retail,1111,51,"Beijing, China",China,Married,2,,True
Xiong Wu,2.8,China,software,1111,45,"Shenzhen, China",China,,,,True
Xu Jinfu,2.8,China,chemicals,1111,57,"Guangzhou, China",China,,,,True
Tony Xu,2.8,United States,food delivery service,1111,36,"San Francisco, California",United States,,,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of California, Berkeley",True
Xu Zhihan,2.8,China,electronics,1111,48,"Wuxi, China",China,,,,True
Zhong Ruonong & family,2.8,China,electronics,1111,58,"Zhuzhou, China",China,Married,,,True
Miriam Baumann-Blocher,2.7,Switzerland,chemicals,1174,46,"Rheinfelden, Switzerland",Switzerland,,,,False
Timothy Boyle,2.7,United States,Columbia Sportswear,1174,71,"Portland, Oregon",United States,Married,2,"Bachelor of Arts/Science, University of Oregon",True
John Paul DeJoria,2.7,United States,"hair products, tequila",1174,77,"Austin, Texas",United States,Married,6,"Diploma, High School",True
Mitchell Goldhar,2.7,Canada,real estate,1174,59,"North York, Canada",Canada,Single,,"Bachelor of Arts/Science, York University",True
Luciano Hang,2.7,Brazil,department stores,1174,58,"Brusque, Brazil",Brazil,Married,3,,True
Georg Haub,2.7,Germany,retail,1174,59,"Berlin, Germany",Germany,Married,,,False
Victor Jacobsson,2.7,Sweden,fintech,1174,39,"Stockholm, Sweden",Sweden,,,"Master of Science, Stockholm School of Economics",True
James Jannard,2.7,United States,sunglasses,1174,71,"San Juan Islands, Washington",United States,Married,4,"Drop Out, University of Southern California",True
Vinod Khosla,2.7,United States,venture capital,1174,66,"Portola Valley, California",United States,Married,4,"Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology; Master of Business Administration, Stanford Graduate School of Business",True
Valentin Kipyatkov,2.7,Russia,computer software,1174,44,"Prague, Czechia",Russia,Married,1,"Master of Science, Saint Petersburg State University",True
Lim Kok Thay,2.7,Malaysia,casinos,1174,69,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"Harvard Business School; Bachelor of Arts/Science, University of London",False
Lu Zhiqiang,2.7,China,real estate,1174,68,"Beijing, China",China,Married,,"Master of Arts, Fudan University",True
Sergio Mantegazza,2.7,Switzerland,travel,1174,93,"Lugano, Switzerland",Switzerland,Married,2,,True
Franziska Wuerbser & Gabriella Meister,2.7,Germany,appliances,1174,,"Landsberg am Lech, Germany",Germany,,,,False
Nan Cunhui,2.7,China,power equipment,1174,57,"Wenzhou, China",China,Married,,,True
Ou Zongrong & family,2.7,China,real estate,1174,57,"Shanghai, China",China,,,,True
Sean Parker,2.7,United States,Facebook,1174,41,"Los Angeles, California",United States,Married,2,"Diploma, High School",True
Richard Peery,2.7,United States,real estate,1174,82,"Palo Alto, California",United States,Married,4,"Bachelor of Arts/Science, Brigham Young University",True
"H. Ross Perot, Jr.",2.7,United States,real estate,1174,62,"Dallas, Texas",United States,Married,4,"Bachelor of Arts/Science, Vanderbilt University",False
Su Suyu & family,2.7,China,"utilities, real estate",1174,72,"Shantou, China",China,,,,True
Sun Shoukuan,2.7,China,"metals, coal",1174,71,"Yingkou, China",China,Married,2,,True
Harley Sy,2.7,Philippines,diversified,1174,61,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, De La Salle University",False
"Henry Sy, Jr.",2.7,Philippines,diversified,1174,68,"Manila, Philippines",Philippines,Married,3,"Bachelor of Science, De La Salle University",False
Teresita Sy-Coson,2.7,Philippines,diversified,1174,70,"Manila, Philippines",Philippines,Widowed,3,"Bachelor of Science, Assumption College",False
Tao Yuequn,2.7,China,Contact Lens,1174,61,"Hefei, China",China,,,,True
Tong Jinquan,2.7,China,real estate,1174,66,"Shanghai, China",China,Married,2,,True
